url,status
https://au.royalvegascasino.com/btag-P55162-PR454-CM22041-TS155439/?text=6067-play-casino,1.0
http://Karamba.com?afi=16202&AR=au-6067-play-casino-au,1.0
http://record.iaffiliates.com/_0z7jLsST_-pkwk_SNPSLWmNd7ZgqdRLk/1/?payload=6035-online-casino-application-au,1.0
http://wlgalainteractive.adsrv.eacdn.com/C.ashx?btag=a_9171b_7470c_&affid=3967&siteid=9171&adid=7470,1.0
http://www.platinumplaycasino.com/btag-P55162-PR431-CM20655-TS155440/?text=6035-online-casino-application,1.0
https://au.royalvegascasino.com/btag-P55162-PR454-CM22041-TS155439/?text=6035-online-casino-application,1.0
http://affiliate.m88.com/Track.ashx?ref=29124&lang=en-US&link=f3b81513-0fd5-4e89-8d0f-e071f3046451,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTMzODYyJnA9MjIxNDMx&var4=push_premier_040916,1.0
http://www.karamba.com/?AFI=16202&MMI=15191,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTM0NzM1JnA9MjIxNDMxn,1.0
http://www.bet365.com/dl/~offer?affiliate=365_533488,1.0
http://www.allslotscasino.com/btag-P53113-PR332-CM17759-TS73322/?text=6110-craps,1.0
https://mmwebhandler.aff-online.com/C/39187?sr=1147295&anid=6110-craps,1.0
http://Karamba.com?afi=16202&AR=6110-craps,1.0
https://ads.affiliatecruise.com/redirect.aspx?pid=19718&bid=1630&lpid=14&656718=6110-craps,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6225-free-sportsbook,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=6218-premier-league-betting,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6094-free-betting,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6064-real-online-betting,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6059-online-betting,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6056-online-betting,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6054-real-sports-betting,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6050-sports-betting-money,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6046-real-sportsbook,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6044-reviews-for-sportsbook,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6040-bet-online-reviews,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6034-sportsbook-real-money,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=de-6030-online-betting-reviews,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTMzODYyJnA9MjIxNDMx&var4=push_premier_280816,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_1255&aid=6052-sports-bet,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=6306-sports-bet-at-home,1.0
http://partners.betrally.com/processing/clickthrgh.asp?btag=a_40385b_3246&aid=6297-my-bet,1.0
http://affiliatehub.skybet.com/processing/clickthrgh.asp?btag=a_15166b_2,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTMzODYyJnA9MjIxNDMx&var4=push_premier_250816,1.0
http://wlgalainteractive.adsrv.eacdn.com/C.ashx?btag=a_9171b_7470c_&affid=3967&siteid=9171&adid=7470,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xOTM3MDY1MCZsPTAmcD0yMjE0MzE%3D&var3=gaming/casino/top-games/jackpotgiant&var4=fun_general_slots_jackpot_giant,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xOTM3MDY1MCZsPTAmcD0yMjE0MzE%3D&var3=gaming/casino/top-games/blackjack&var3=gaming/casino/top-games/premium-roulette&var4=fun_general_blackjack,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xOTM3MDY1MCZsPTAmcD0yMjE0MzE%3D&var3=gaming/casino/top-games/premium-roulette&var4=fun_general_roulette,1.0
http://ads2.williamhill.com/redirect.aspx?pid=2214576&lpid=1487413865&bid=1487414401&var5=3580raceDe,1.0
http://partners.affiliatesunited.com.au/processing/clickthrgh.asp?btag=a_10408b_145&aid=3580au,1.0
http://ads.williamhill.es/redirect.aspx?pid=140485214&bid=1479677745&var5=3580raceEs,1.0
http://ads2.williamhill.com/redirect.aspx?pid=2214576&bid=1468061385&lpid=1139047953&var5=3580rac,1.0
http://wlgalainteractive.adsrv.eacdn.com/C.ashx?btag=a_9231b_7457c_&affid=3978&siteid=9231&adid=7457&c=6310-faust-slots,1.0
http://wlgalainteractive.adsrv.eacdn.com/C.ashx?btag=a_9231b_7457c_&affid=3978&siteid=9231&adid=7457&c=6049-casin0-online,1.0
http://wlgalainteractive.adsrv.eacdn.com/C.ashx?btag=a_9231b_7457c_&affid=3978&siteid=9231&adid=7457&c=6200-play-slots,1.0
http://ads2.williamhill.com/redirect.aspx?pid=2214576&lpid=1487413865&bid=1487414401&var5=3577raceDe,1.0
http://ads.williamhill.es/redirect.aspx?pid=182611009&lpid=1487411387&bid=1487411498&var5=3577raceEs,1.0
http://partners.affiliatesunited.com.au/processing/clickthrgh.asp?btag=a_10408b_145&aid=3577au,1.0
http://ads2.williamhill.com/redirect.aspx?pid=2214576&bid=1468061385&lpid=1139047953&var5=3577rac,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTM0NzM1JnA9MjIxNDMx&var4=3577,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc4NzQzNyZsPTAmcD0yMjE0MzE%3D&var4=3577de,1.0
http://online.ladbrokes.be/promoRedirect?key=ej0xNDc1NzIwNiZsPTE0OTczNzI3JnA9MjIxNDMx&var4=3577racingbe,1.0
http://wlgalainteractive.adsrv.eacdn.com/C.ashx?btag=a_9171b_7485c_&affid=3967&siteid=9171&adid=7485,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTMzODYyJnA9MjIxNDMx&var4=push_sunday_sport_bet_210816,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTMzODYyJnA9MjIxNDMx&var4=push_premier_200816,1.0
http://affiliate.coral.co.uk/processing/clickthrgh.asp?btag=a_20151b_10508,1.0
http://partners.affiliatesunited.com.au/processing/clickthrgh.asp?btag=a_10408b_145,1.0
http://record.iaffiliates.com/_0z7jLsST_-pAi7zzYSV7k2Nd7ZgqdRLk/200/?payload=6057-mobile-casin0-fun-slots,1.0
http://games.bet365.com?affiliate=365_406491,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTM0NzM1JnA9MjIxNDMx&var4=6297_my_bet_de,1.0
https://mmwebhandler.aff-online.com/C/39187?sr=1147295&anid=6359-888-app,1.0
https://de.europalace.com/btag-P55162-PR450-CM21653-TS155443/?text=general,1.0
http://www.platinumplaycasino.com/btag-P55162-PR431-CM20655-TS155442/?text=general,1.0
https://ca.royalvegascasino.com/btag-P55162-PR454-CM22041-TS155441/?text=general,1.0
http://www.platinumplaycasino.com/btag-P55162-PR431-CM20655-TS155440/?text=6107-pokies,1.0
https://au.royalvegascasino.com/btag-P55162-PR454-CM22041-TS155439/?text=6107-pokies,1.0
https://www.stargames.com/nrgs/de/landing?refererId=78533,1.0
http://ads2.williamhill.com/redirect.aspx?pid=2214576&bid=1487413813&lpid=1484732347,1.0
http://ads2.williamhill.com/redirect.aspx?pid=2214576&bid=1487413813&lpid=1484732347,1.0
http://ads.williamhillcasino.com/redirect.aspx?pid=2214576&lpid=1486005345&bid=1486005346,1.0
http://ads2.williamhill.com/redirect.aspx?pid=2214576&bid=1468061385&lpid=1139047953&var5=push-premier-130816,1.0
http://record.iaffiliates.com/_0z7jLsST_-oDiNJega17zGNd7ZgqdRLk/1/?payload=6110-craps-fun-bj,1.0
http://record.iaffiliates.com/_0z7jLsST_-qsJU1wsm92z2Nd7ZgqdRLk/1/?payload=6110-craps-fun-slots,1.0
http://record.iaffiliates.com/_0z7jLsST_-oBLjVw4FLnL2Nd7ZgqdRLk/1/?payload=6110-craps-fun-roulette,1.0
http://ads.grosvenorcasinos.com/redirect.aspx?pid=264919&bid=3736&lpid=607&sref=SUBID&SUBID=6110-craps,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc4NzQ2OSZsPTEzNzg3Mzg2JnA9NjYzNzgy&var4=6110_craps,1.0
https://mmwebhandler.aff-online.com/C/39187?sr=1147295&anid=6110-craps,1.0
http://record.iaffiliates.com/_0z7jLsST_-omDEn3_nYOx2Nd7ZgqdRLk/200/?payload=6110-craps,1.0
http://record.iaffiliates.com/_0z7jLsST_-oBLjVw4FLnL2Nd7ZgqdRLk/1/?payload=6057-mobile-casin0-fun,1.0
https://mmwebhandler.aff-online.com/C/39187?sr=1147295&anid=6057-mobile-casin0,1.0
